cow_id,date,cbt_mean,thi_mean,milk_yield_kg,activity,rumination,hr,behavior_mode,health_status
T025,2024-07-27,38.67,69.2,30.53,7417,474.0,83.1,standing,healthy
T025,2024-07-28,38.77,66.4,21.35,9802,521.8,75.0,walking,healthy
T025,2024-07-29,38.65,75.2,35.09,6713,506.9,74.2,walking,healthy
T025,2024-07-30,39.29,70.7,31.6,7050,521.8,81.9,grazing,healthy
T026,2024-07-01,38.87,69.7,29.11,7093,454.7,56.0,standing,healthy
T026,2024-07-02,38.47,66.4,36.21,5550,401.9,60.4,grazing,healthy
T026,2024-07-03,38.74,69.7,38.82,6729,509.2,61.6,standing,healthy
T026,2024-07-04,38.76,71.9,35.08,5699,545.0,67.1,standing,healthy
T026,2024-07-05,38.57,71.1,26.84,6152,443.8,65.4,grazing,healthy
T026,2024-07-06,38.84,63.7,34.71,9558,499.8,72.2,lying,healthy
T026,2024-07-07,38.52,71.6,40.54,8387,418.6,59.4,lying,healthy
T026,2024-07-08,39.17,70.2,36.9,6519,480.9,66.4,lying,healthy
T026,2024-07-09,38.64,64.6,30.04,6521,461.5,72.3,walking,healthy
T026,2024-07-10,38.6,65.4,32.65,9576,436.5,62.2,walking,healthy
T026,2024-07-11,38.94,68.8,34.35,7782,452.9,66.2,grazing,healthy
T026,2024-07-12,38.27,65.2,25.29,8492,513.9,63.8,walking,healthy
T026,2024-07-13,38.48,66.0,31.15,6752,458.9,69.5,standing,healthy
T026,2024-07-14,38.75,71.7,32.33,6228,506.0,59.5,lying,healthy
T026,2024-07-15,38.6,59.2,24.46,7838,492.5,67.1,grazing,healthy
T026,2024-07-16,38.77,69.4,39.2,8051,442.0,55.3,lying,healthy
T026,2024-07-17,38.22,66.9,33.25,7942,473.2,59.3,standing,healthy
T026,2024-07-18,38.61,66.7,22.55,6110,493.5,69.7,lying,healthy
T026,2024-07-19,38.36,63.5,28.53,7705,486.1,69.3,lying,healthy
T026,2024-07-20,38.78,68.1,31.1,8494,494.1,58.4,lying,healthy
T026,2024-07-21,38.88,68.1,39.54,5827,424.4,51.8,walking,healthy
T026,2024-07-22,38.94,62.1,35.51,7468,449.0,66.1,grazing,healthy
T026,2024-07-23,38.2,69.2,28.12,7277,489.7,65.4,lying,healthy
T026,2024-07-24,38.72,65.1,37.55,7263,424.3,63.2,standing,healthy
T026,2024-07-25,38.48,71.5,30.27,8631,457.6,53.0,grazing,healthy
T026,2024-07-26,38.43,66.4,19.64,8805,465.0,50.4,grazing,healthy
T026,2024-07-27,38.48,60.9,30.37,6991,474.8,62.8,standing,healthy
T026,2024-07-28,38.77,69.4,21.74,7110,446.6,59.2,standing,healthy
T026,2024-07-29,38.86,67.1,27.39,10092,482.2,56.4,walking,healthy
T026,2024-07-30,38.64,66.1,39.48,9103,421.6,71.4,standing,healthy
T027,2024-07-01,38.41,60.1,31.59,8166,498.6,68.2,walking,healthy
T027,2024-07-02,38.63,65.9,33.42,8321,479.6,54.5,standing,healthy
T027,2024-07-03,38.28,66.1,36.64,10332,505.7,70.7,lying,healthy
T027,2024-07-04,38.61,70.1,31.16,5998,523.7,78.6,lying,healthy
T027,2024-07-05,38.3,69.7,25.95,7617,467.1,57.0,grazing,healthy
T027,2024-07-06,39.0,70.0,34.47,8740,492.1,72.0,lying,healthy
T027,2024-07-07,38.67,63.8,20.3,7489,484.9,71.0,walking,healthy
T027,2024-07-08,38.78,67.0,34.71,7238,493.8,72.8,grazing,healthy
T027,2024-07-09,38.5,63.0,24.93,6815,466.7,74.7,standing,healthy
T027,2024-07-10,38.45,68.1,25.44,7286,508.9,68.9,grazing,healthy
T027,2024-07-11,38.44,73.3,32.64,7576,577.4,63.9,walking,healthy
T027,2024-07-12,38.51,70.6,24.36,6048,564.6,67.1,lying,healthy
T027,2024-07-13,38.78,76.1,33.8,7145,536.4,64.3,grazing,healthy
T027,2024-07-14,38.7,73.8,28.36,9156,488.6,74.8,lying,healthy
T027,2024-07-15,38.61,63.8,31.57,6973,516.0,70.4,walking,healthy
T027,2024-07-16,38.77,66.2,33.21,7227,493.1,62.9,standing,healthy
T027,2024-07-17,38.6,64.1,22.88,6916,496.7,62.1,walking,healthy
T027,2024-07-18,38.6,71.4,40.85,6693,532.5,67.9,lying,healthy
T027,2024-07-19,38.98,72.7,38.62,7065,481.0,65.7,lying,healthy
T027,2024-07-20,38.7,72.6,33.13,5908,513.9,73.1,lying,healthy
T027,2024-07-21,38.52,69.7,32.68,6132,476.6,75.6,grazing,healthy
T027,2024-07-22,38.61,68.7,29.83,8899,495.2,70.8,grazing,healthy
T027,2024-07-23,38.34,66.0,20.2,7566,478.5,72.5,standing,healthy
T027,2024-07-24,38.56,76.0,29.64,7719,446.1,73.9,walking,healthy
T027,2024-07-25,38.7,64.8,33.34,6822,520.2,71.1,grazing,healthy
T027,2024-07-26,38.67,66.8,25.11,9518,510.3,68.3,grazing,healthy
T027,2024-07-27,38.74,56.7,37.81,8773,428.9,66.5,walking,healthy
T027,2024-07-28,38.99,72.3,36.25,5598,479.6,69.5,grazing,healthy
T027,2024-07-29,38.2,73.5,28.67,7713,457.6,70.2,standing,healthy
T027,2024-07-30,38.23,73.5,29.68,6839,515.3,71.2,lying,healthy
T028,2024-07-01,38.44,68.1,36.56,9566,483.0,70.7,grazing,healthy
T028,2024-07-02,38.73,70.0,36.0,6360,450.2,69.2,lying,healthy
T028,2024-07-03,39.08,66.0,30.04,7599,472.8,63.2,standing,healthy
T028,2024-07-04,39.06,76.0,37.03,7999,451.4,71.4,lying,healthy
T028,2024-07-05,38.74,70.4,35.64,7535,472.4,70.0,lying,healthy
T028,2024-07-06,39.36,65.8,37.43,8925,515.2,72.1,grazing,healthy
T028,2024-07-07,38.79,63.9,39.61,8335,484.2,71.1,grazing,healthy
T028,2024-07-08,38.72,69.5,34.47,8652,448.4,74.1,standing,healthy
T028,2024-07-09,38.66,74.9,32.3,7033,454.7,66.4,lying,healthy
T028,2024-07-10,38.43,63.6,36.21,8251,468.4,71.3,grazing,healthy
T028,2024-07-11,38.63,66.9,38.36,9653,448.4,74.2,standing,healthy
T028,2024-07-12,38.46,70.1,49.65,8182,474.4,73.3,grazing,healthy
T028,2024-07-13,38.67,68.8,35.67,6548,468.8,66.2,lying,healthy
T028,2024-07-14,38.54,69.4,28.3,7151,504.2,69.6,standing,healthy
T028,2024-07-15,38.78,70.1,31.33,5991,474.1,71.7,lying,healthy
T028,2024-07-16,38.38,79.3,33.99,8056,450.3,69.9,grazing,healthy
T028,2024-07-17,38.85,62.8,37.78,7355,471.4,77.8,lying,healthy
T028,2024-07-18,38.98,62.9,38.8,7884,526.3,68.5,lying,healthy
T028,2024-07-19,38.33,68.4,28.44,4559,480.8,74.5,lying,healthy
T028,2024-07-20,38.77,65.6,30.1,8037,483.6,77.8,lying,healthy
T028,2024-07-21,39.06,68.6,25.38,7348,565.0,72.3,standing,healthy
T028,2024-07-22,38.84,70.7,32.24,8155,437.3,75.2,standing,healthy
T028,2024-07-23,38.16,70.7,32.08,8046,426.6,72.1,grazing,healthy
T028,2024-07-24,39.23,70.4,32.83,7454,535.5,68.0,standing,healthy
T028,2024-07-25,38.81,73.4,34.69,7662,431.8,78.6,standing,healthy
T028,2024-07-26,38.94,75.1,28.02,6254,493.6,67.0,grazing,healthy
T028,2024-07-27,38.86,63.2,29.03,5056,495.6,70.4,lying,healthy
T028,2024-07-28,38.3,69.7,31.74,8633,438.6,83.1,lying,healthy
T028,2024-07-29,38.21,65.9,34.4,6997,513.9,81.0,standing,healthy
T028,2024-07-30,38.43,67.3,35.04,8100,444.1,68.1,standing,healthy
T029,2024-07-01,38.39,61.5,34.02,6881,477.6,56.1,standing,healthy
T029,2024-07-02,38.99,71.9,33.55,6135,449.5,69.7,lying,healthy
T029,2024-07-03,38.22,67.1,35.53,6125,413.1,73.3,walking,healthy
T029,2024-07-04,38.89,72.1,29.91,4696,477.3,83.1,standing,healthy
T029,2024-07-05,38.63,67.4,37.08,6782,452.8,69.5,lying,healthy
T029,2024-07-06,37.92,64.9,40.29,8075,482.8,69.8,lying,healthy
T029,2024-07-07,38.66,71.2,23.88,8783,427.9,78.1,standing,healthy
T029,2024-07-08,38.68,68.6,27.53,7793,487.6,76.5,grazing,healthy
T029,2024-07-09,38.24,72.7,34.12,6687,438.5,71.2,walking,healthy
T029,2024-07-10,38.06,64.6,38.26,9708,529.1,83.1,standing,healthy
T029,2024-07-11,38.82,68.0,25.36,8584,495.5,66.9,lying,healthy
T029,2024-07-12,38.93,63.0,30.39,8118,443.7,74.8,grazing,healthy
T029,2024-07-13,38.51,67.5,35.02,7364,538.2,65.7,standing,healthy
T029,2024-07-14,39.17,81.0,36.34,8727,494.2,65.9,grazing,healthy
T029,2024-07-15,38.72,71.9,32.31,8835,391.0,73.2,standing,healthy
T029,2024-07-16,38.48,69.2,26.9,8533,474.5,76.6,lying,healthy
T029,2024-07-17,38.94,76.0,34.08,10011,446.4,65.8,standing,healthy
T029,2024-07-18,38.65,70.0,35.7,9164,423.5,72.4,grazing,healthy
T029,2024-07-19,38.33,72.6,26.83,8552,425.4,63.9,lying,healthy
T029,2024-07-20,38.48,62.3,29.7,5464,447.2,77.1,walking,healthy
T029,2024-07-21,38.59,69.9,28.43,10776,473.1,69.7,grazing,healthy
T029,2024-07-22,38.88,67.7,39.78,5817,500.2,69.9,walking,healthy
T029,2024-07-23,38.57,60.1,29.67,5819,451.5,73.6,lying,healthy
T029,2024-07-24,38.42,65.5,27.7,7015,471.7,74.1,grazing,healthy
T029,2024-07-25,38.82,71.8,37.79,10806,453.9,71.2,grazing,healthy
T029,2024-07-26,38.54,59.0,32.34,9064,419.3,75.0,lying,healthy
T029,2024-07-27,38.74,69.4,39.06,8040,502.2,86.4,grazing,healthy
T029,2024-07-28,38.79,77.3,35.03,6763,465.0,75.1,lying,healthy
T029,2024-07-29,38.85,71.5,30.07,8693,413.5,71.7,lying,healthy
T029,2024-07-30,38.75,63.7,38.17,8904,511.2,67.9,standing,healthy
T030,2024-07-01,38.67,66.7,32.92,5915,507.6,68.0,walking,healthy
T030,2024-07-02,38.79,69.0,37.48,7768,555.9,83.5,standing,healthy
T030,2024-07-03,38.75,65.1,31.67,8227,458.6,70.4,grazing,healthy
T030,2024-07-04,38.6,60.5,29.04,8389,467.9,74.6,walking,healthy
T030,2024-07-05,38.81,64.5,33.39,6587,527.1,63.2,standing,healthy
T030,2024-07-06,38.81,63.1,33.41,6923,531.6,75.9,walking,healthy
T030,2024-07-07,38.49,62.2,35.68,7216,563.7,68.5,standing,healthy
T030,2024-07-08,38.4,63.0,34.45,7956,399.2,75.2,standing,healthy
T030,2024-07-09,38.69,70.7,36.98,7641,500.5,66.0,lying,healthy
T030,2024-07-10,38.6,62.3,40.13,9052,481.2,64.6,standing,healthy
T030,2024-07-11,38.87,69.8,33.61,6734,501.5,58.9,standing,healthy
T030,2024-07-12,38.21,71.6,28.4,5623,485.6,78.5,grazing,healthy
T030,2024-07-13,38.65,69.8,30.34,8100,485.0,60.3,standing,healthy
T030,2024-07-14,39.25,64.2,30.13,9913,505.1,74.6,lying,healthy
T030,2024-07-15,38.67,65.0,36.2,9445,497.5,75.9,standing,healthy
T030,2024-07-16,38.94,70.7,34.14,5468,435.5,58.8,standing,healthy
T030,2024-07-17,38.62,66.6,31.83,6501,578.5,79.5,walking,healthy
T030,2024-07-18,39.08,63.2,44.04,5508,480.7,71.6,lying,healthy
T030,2024-07-19,38.47,61.4,34.38,6372,489.0,76.5,lying,healthy
T030,2024-07-20,38.81,71.2,26.67,7840,505.1,74.1,standing,healthy
T030,2024-07-21,38.9,65.5,35.63,7455,491.9,53.3,grazing,healthy
T030,2024-07-22,38.94,58.5,37.88,6473,560.2,61.9,grazing,healthy
T030,2024-07-23,38.54,70.0,36.74,8762,439.0,74.3,standing,healthy
T030,2024-07-24,38.7,63.8,26.2,9349,420.3,65.9,walking,healthy
T030,2024-07-25,38.44,66.7,40.69,8933,492.8,70.1,grazing,healthy
T030,2024-07-26,38.73,65.4,43.48,8393,488.6,69.9,standing,healthy
T030,2024-07-27,38.6,71.0,33.91,6521,484.2,68.8,standing,healthy
T030,2024-07-28,38.67,66.2,29.64,8475,499.6,73.7,standing,healthy
T030,2024-07-29,38.72,68.7,38.46,9252,477.5,64.6,walking,healthy
T030,2024-07-30,38.61,62.2,37.33,8792,548.4,66.9,grazing,healthy
T031,2024-07-01,38.43,67.1,26.54,8674,502.5,55.6,grazing,healthy
T031,2024-07-02,38.82,71.4,28.16,10123,435.5,71.4,grazing,healthy
T031,2024-07-03,38.31,77.3,30.64,8672,459.3,74.7,grazing,healthy
T031,2024-07-04,38.58,62.3,30.89,8982,450.9,68.1,grazing,healthy
T031,2024-07-05,38.19,73.3,26.91,6851,452.9,66.6,standing,healthy
T031,2024-07-06,38.6,66.4,37.2,6866,526.3,69.1,standing,healthy
T031,2024-07-07,38.44,67.4,32.28,7469,465.6,64.7,lying,healthy
T031,2024-07-08,38.9,67.5,25.89,10145,491.8,67.2,lying,healthy
T031,2024-07-09,38.49,76.6,26.07,4851,410.5,72.7,grazing,healthy
T031,2024-07-10,38.86,70.5,26.61,5077,504.4,55.4,standing,healthy
T031,2024-07-11,38.54,67.0,32.17,8882,507.6,66.3,walking,healthy
T031,2024-07-12,38.85,68.1,34.96,7094,416.2,74.8,grazing,healthy
T031,2024-07-13,38.66,65.9,32.45,7999,507.4,67.2,grazing,healthy
T031,2024-07-14,38.22,68.0,40.08,6166,523.4,73.1,standing,healthy
T031,2024-07-15,38.35,68.5,27.23,8572,412.8,69.3,standing,healthy
T031,2024-07-16,38.38,71.0,29.84,7895,465.9,76.2,standing,healthy
T031,2024-07-17,38.32,69.8,32.58,5083,474.6,69.5,walking,healthy
T031,2024-07-18,38.41,70.0,32.4,7124,482.2,68.7,grazing,healthy
T031,2024-07-19,38.17,65.8,35.31,6369,515.5,75.4,grazing,healthy
T031,2024-07-20,38.46,67.1,28.45,4403,450.4,64.4,walking,healthy
T031,2024-07-21,38.54,62.6,31.75,8084,481.5,55.9,walking,healthy
T031,2024-07-22,38.55,64.1,29.5,6856,442.1,67.5,lying,healthy
T031,2024-07-23,38.76,66.9,37.39,6000,441.3,58.3,walking,healthy
T031,2024-07-24,38.33,70.5,25.45,8282,458.1,76.4,standing,healthy
T031,2024-07-25,38.3,64.6,30.85,8117,439.8,67.5,lying,healthy
T031,2024-07-26,38.5,79.4,34.36,5951,426.8,71.0,standing,healthy
T031,2024-07-27,38.68,70.8,23.9,6276,451.3,71.5,standing,healthy
T031,2024-07-28,39.2,73.6,31.99,6319,469.7,78.2,grazing,healthy
T031,2024-07-29,38.69,63.9,34.74,8724,504.4,66.9,lying,healthy
T031,2024-07-30,38.49,63.6,35.99,8465,469.1,59.7,grazing,healthy
T032,2024-07-01,39.27,71.5,30.47,7598,466.7,66.6,lying,healthy
T032,2024-07-02,38.9,74.8,25.54,6158,493.0,60.4,grazing,healthy
T032,2024-07-03,38.8,67.8,33.99,6952,481.9,73.6,walking,healthy
T032,2024-07-04,38.82,68.3,36.08,8712,492.4,64.8,standing,healthy
T032,2024-07-05,38.75,63.9,35.16,4519,400.4,69.8,standing,healthy
T032,2024-07-06,38.49,74.3,37.23,7468,483.2,73.4,lying,healthy
T032,2024-07-07,38.98,65.0,32.64,6172,457.9,77.5,grazing,healthy
T032,2024-07-08,39.18,69.9,40.28,7556,486.0,70.5,lying,healthy
T032,2024-07-09,39.25,67.2,34.88,9671,457.0,62.9,grazing,healthy
T032,2024-07-10,39.06,70.4,33.74,7331,498.1,73.6,standing,healthy
T032,2024-07-11,38.92,72.6,31.16,6685,470.5,60.1,standing,healthy
T032,2024-07-12,38.97,66.4,32.26,7341,498.3,53.7,grazing,healthy
T032,2024-07-13,39.24,67.0,29.94,8345,454.1,63.8,lying,healthy
T032,2024-07-14,39.01,74.2,28.76,7491,475.7,62.1,lying,healthy
T032,2024-07-15,38.56,68.2,38.01,8544,459.6,60.6,grazing,healthy
T032,2024-07-16,39.12,61.2,34.82,6968,493.8,75.0,grazing,healthy
T032,2024-07-17,38.57,76.8,37.35,7993,499.8,85.0,lying,healthy
T032,2024-07-18,38.9,61.5,29.79,5227,423.5,70.0,standing,healthy
T032,2024-07-19,38.97,73.8,31.24,8568,406.8,73.6,standing,healthy
T032,2024-07-20,38.7,66.6,32.66,7555,438.2,71.7,grazing,healthy
T032,2024-07-21,38.78,67.8,28.95,10331,431.8,66.8,walking,healthy
T032,2024-07-22,38.57,66.7,36.7,10349,484.7,77.4,standing,healthy
T032,2024-07-23,38.74,75.3,28.19,9993,457.8,72.6,grazing,healthy
T032,2024-07-24,38.81,69.9,32.07,5930,396.1,72.0,standing,healthy
T032,2024-07-25,38.7,64.3,28.26,7716,475.2,75.1,standing,healthy
T032,2024-07-26,39.21,73.1,34.55,7885,467.2,72.7,grazing,healthy
T032,2024-07-27,38.89,64.4,30.96,7281,450.6,72.5,lying,healthy
T032,2024-07-28,38.57,68.8,30.62,5686,422.7,65.0,grazing,healthy
T032,2024-07-29,39.0,65.2,32.83,8602,479.9,64.4,grazing,healthy
T032,2024-07-30,38.6,72.6,33.54,9035,455.9,78.0,lying,healthy
T033,2024-07-01,38.61,72.3,36.69,9498,490.5,59.1,standing,healthy
T033,2024-07-02,38.8,67.7,34.76,7924,514.9,77.1,walking,healthy
T033,2024-07-03,38.83,69.3,19.04,6985,522.4,66.1,grazing,healthy
T033,2024-07-04,38.62,69.0,27.1,5401,425.2,68.1,walking,healthy
T033,2024-07-05,38.73,70.5,32.55,8689,492.1,88.5,grazing,healthy
T033,2024-07-06,38.42,67.5,34.4,6706,427.8,61.9,standing,healthy
T033,2024-07-07,38.48,64.2,32.59,6975,474.2,76.3,grazing,healthy
T033,2024-07-08,38.49,67.2,23.48,9025,477.5,71.4,walking,healthy
T033,2024-07-09,39.08,71.3,29.38,8020,538.8,58.2,lying,healthy
T033,2024-07-10,38.78,64.2,38.41,8568,495.4,69.9,lying,healthy
T033,2024-07-11,38.38,63.6,33.96,8767,491.8,75.9,grazing,healthy
T033,2024-07-12,38.64,67.0,28.6,7647,433.7,61.8,grazing,healthy
T033,2024-07-13,38.86,71.9,25.17,6205,504.5,70.4,standing,healthy
T033,2024-07-14,38.57,70.2,32.75,10558,448.7,77.9,lying,healthy
T033,2024-07-15,38.77,64.2,26.18,4578,539.0,65.7,grazing,healthy
T033,2024-07-16,38.65,65.5,27.62,5782,464.5,60.0,lying,healthy
T033,2024-07-17,38.98,62.3,31.06,5080,428.6,70.9,walking,healthy
T033,2024-07-18,38.54,75.1,32.52,6914,455.3,70.9,standing,healthy
T033,2024-07-19,38.4,67.3,28.3,8209,454.2,64.0,standing,healthy
T033,2024-07-20,38.71,66.1,32.34,5517,517.6,60.6,standing,healthy
T033,2024-07-21,38.88,65.5,27.72,10066,450.7,85.6,grazing,healthy
T033,2024-07-22,38.79,64.8,41.33,8596,484.9,67.8,standing,healthy
T033,2024-07-23,38.92,68.1,22.49,7663,539.8,71.8,grazing,healthy
T033,2024-07-24,38.61,71.9,24.64,8867,474.2,71.5,walking,healthy
T033,2024-07-25,38.98,68.0,34.9,9057,452.3,67.8,grazing,healthy
T033,2024-07-26,38.35,65.3,37.26,6849,438.7,65.9,grazing,healthy
T033,2024-07-27,38.54,66.8,22.94,7877,478.9,66.6,standing,healthy
T033,2024-07-28,38.63,74.8,37.21,5553,413.7,71.1,lying,healthy
T033,2024-07-29,38.51,63.0,32.28,6714,461.6,66.6,standing,healthy
T033,2024-07-30,38.4,66.4,30.23,7992,552.0,74.4,standing,healthy
T034,2024-07-01,38.23,73.4,27.16,9168,504.5,58.5,walking,healthy
T034,2024-07-02,38.64,55.0,28.41,7955,492.1,68.0,standing,healthy
T034,2024-07-03,38.87,65.1,21.1,5937,467.8,59.4,standing,healthy
T034,2024-07-04,39.16,67.4,29.64,5451,457.1,73.1,grazing,healthy
T034,2024-07-05,38.65,62.8,28.32,8910,512.6,72.0,walking,healthy
T034,2024-07-06,39.01,60.5,27.38,7341,502.5,58.2,lying,healthy
T034,2024-07-07,38.39,65.3,25.76,5375,470.4,77.1,grazing,healthy
T034,2024-07-08,38.76,65.6,33.72,7856,470.5,62.7,grazing,healthy
T034,2024-07-09,38.88,66.6,31.13,8354,446.9,65.8,grazing,healthy
T034,2024-07-10,38.64,67.9,29.41,10197,456.9,63.9,standing,healthy
T034,2024-07-11,39.24,72.7,36.32,7687,478.3,72.2,standing,healthy
T034,2024-07-12,38.58,74.8,38.98,8764,490.0,64.8,standing,healthy
T034,2024-07-13,38.69,65.3,24.61,6934,418.0,78.8,standing,healthy
T034,2024-07-14,39.01,65.7,35.26,8876,429.6,73.0,standing,healthy
T034,2024-07-15,38.95,65.9,30.23,8174,494.6,55.5,standing,healthy
T034,2024-07-16,38.72,70.1,30.49,7756,487.9,74.7,walking,healthy
T034,2024-07-17,39.1,73.8,31.56,7697,497.7,70.6,grazing,healthy
T034,2024-07-18,39.32,57.1,29.29,9284,501.4,81.6,standing,healthy
T034,2024-07-19,39.04,69.6,31.65,6190,426.6,68.2,standing,healthy
T034,2024-07-20,38.75,69.0,27.5,6996,503.7,75.8,walking,healthy
T034,2024-07-21,38.37,64.3,19.96,6638,493.9,63.7,grazing,healthy
T034,2024-07-22,38.35,70.2,21.66,8656,506.2,58.0,grazing,healthy
T034,2024-07-23,39.02,69.3,30.89,5412,457.6,66.1,walking,healthy
T034,2024-07-24,39.01,74.9,32.44,9747,412.7,70.2,standing,healthy
T034,2024-07-25,39.16,59.7,35.68,6438,419.1,73.3,grazing,healthy
T034,2024-07-26,39.08,73.6,29.08,7692,434.4,75.1,grazing,healthy
T034,2024-07-27,38.85,73.0,26.74,6808,456.3,53.6,standing,healthy
T034,2024-07-28,38.44,68.2,38.21,7915,537.0,60.3,lying,healthy
T034,2024-07-29,38.93,61.1,42.45,7573,436.4,57.8,standing,healthy
T034,2024-07-30,38.45,71.5,30.05,9069,473.2,54.6,lying,healthy
T035,2024-07-01,38.49,75.0,30.61,7232,489.8,67.5,grazing,healthy
T035,2024-07-02,38.39,66.8,24.81,8215,452.3,73.6,lying,healthy
T035,2024-07-03,38.62,68.8,38.14,8228,459.3,73.7,grazing,healthy
T035,2024-07-04,38.62,65.1,29.13,8859,484.2,70.7,lying,healthy
T035,2024-07-05,37.98,68.1,24.69,8727,482.4,73.7,lying,healthy
T035,2024-07-06,37.94,71.3,35.41,9348,498.4,66.5,lying,healthy
T035,2024-07-07,38.32,72.7,28.76,7214,451.7,71.8,standing,healthy
T035,2024-07-08,38.59,63.2,41.2,8296,438.4,70.9,grazing,healthy
T035,2024-07-09,39.07,66.1,31.14,8106,486.9,78.4,lying,healthy
T035,2024-07-10,38.69,65.2,34.12,7338,450.2,66.7,grazing,healthy
T035,2024-07-11,38.76,68.2,35.34,5640,540.0,68.4,walking,healthy
T035,2024-07-12,38.09,76.4,30.33,8020,496.0,69.6,walking,healthy
T035,2024-07-13,38.72,68.6,32.54,9382,436.2,59.7,grazing,healthy
T035,2024-07-14,38.64,75.9,35.14,8047,395.0,61.9,standing,healthy
T035,2024-07-15,39.03,68.1,34.79,7556,520.2,63.4,lying,healthy
T035,2024-07-16,38.17,76.1,41.52,6867,465.5,62.4,standing,healthy
T035,2024-07-17,38.6,68.6,35.23,6974,524.8,71.6,grazing,healthy
T035,2024-07-18,38.78,69.6,31.73,8738,475.9,66.9,standing,healthy
T035,2024-07-19,38.41,70.8,30.25,7215,443.3,74.3,walking,healthy
T035,2024-07-20,38.44,68.0,31.91,7109,458.0,77.3,grazing,healthy
T035,2024-07-21,38.86,70.9,40.44,8216,488.5,66.6,grazing,healthy
T035,2024-07-22,39.21,68.0,28.59,9650,488.6,75.1,grazing,healthy
T035,2024-07-23,38.64,67.4,29.3,9461,468.5,71.2,lying,healthy
T035,2024-07-24,38.39,69.9,30.99,8115,490.5,68.6,grazing,healthy
T035,2024-07-25,38.82,63.8,31.95,8217,492.7,65.5,standing,healthy
T035,2024-07-26,38.94,68.0,27.99,6911,509.5,76.7,grazing,healthy
T035,2024-07-27,38.87,71.4,32.18,4484,443.3,66.4,standing,healthy
T035,2024-07-28,38.36,62.7,35.42,9662,439.7,63.2,standing,healthy
T035,2024-07-29,38.41,66.2,33.78,8918,359.2,76.3,grazing,healthy
T035,2024-07-30,38.96,67.8,31.83,7382,450.0,64.1,lying,healthy
T036,2024-07-01,38.68,60.8,33.18,8262,450.1,72.0,grazing,healthy
T036,2024-07-02,38.77,73.9,28.68,9995,468.4,61.3,lying,healthy
T036,2024-07-03,39.18,73.6,31.41,8806,464.8,60.1,grazing,healthy
T036,2024-07-04,39.01,68.1,28.46,7633,440.0,73.6,lying,healthy
T036,2024-07-05,38.38,62.8,26.27,10260,434.0,71.2,grazing,healthy
T036,2024-07-06,38.95,62.9,26.38,9299,475.5,75.9,lying,healthy
T036,2024-07-07,38.4,70.6,35.09,7693,502.4,75.1,lying,healthy
T036,2024-07-08,38.39,74.0,32.85,6824,535.4,67.8,lying,healthy
T036,2024-07-09,38.71,70.4,32.9,8931,498.7,72.9,standing,healthy
T036,2024-07-10,38.8,66.6,32.71,9008,473.5,69.3,walking,healthy
T036,2024-07-11,38.91,68.3,24.44,7966,467.6,59.5,lying,healthy
T036,2024-07-12,38.73,70.4,36.65,8945,494.6,64.1,lying,healthy
T036,2024-07-13,38.5,70.8,21.88,9948,502.9,71.1,grazing,healthy
T036,2024-07-14,38.52,61.2,33.17,8505,439.1,79.1,standing,healthy
T036,2024-07-15,38.59,67.0,28.39,8401,426.4,76.7,walking,healthy
T036,2024-07-16,38.37,65.9,23.91,7773,416.9,71.5,lying,healthy
T036,2024-07-17,38.71,64.3,28.29,8797,439.0,70.1,walking,healthy
T036,2024-07-18,38.64,61.1,33.95,8458,543.4,78.3,lying,healthy
T036,2024-07-19,38.78,66.1,35.89,8084,450.0,73.3,grazing,healthy
T036,2024-07-20,38.33,63.8,35.03,7185,437.3,73.7,standing,healthy
T036,2024-07-21,38.44,62.6,27.59,8373,424.7,63.6,lying,healthy
T036,2024-07-22,38.34,69.4,31.85,8032,442.0,62.1,grazing,healthy
T036,2024-07-23,38.28,73.1,29.89,10664,387.5,71.7,lying,healthy
T036,2024-07-24,38.77,69.4,28.7,9224,495.0,61.4,grazing,healthy
T036,2024-07-25,38.65,71.2,29.13,7408,445.0,70.5,lying,healthy
T036,2024-07-26,38.71,63.7,28.42,4234,485.6,70.0,standing,healthy
T036,2024-07-27,39.02,68.5,33.71,8544,442.7,57.0,standing,healthy
T036,2024-07-28,38.21,71.2,31.04,6829,438.0,70.9,walking,healthy
T036,2024-07-29,38.3,69.9,38.34,8093,382.8,74.5,lying,healthy
T036,2024-07-30,38.74,68.6,27.87,8701,500.3,69.9,standing,healthy
T037,2024-07-01,38.95,68.4,29.41,6517,411.6,67.9,lying,healthy
T037,2024-07-02,38.27,67.9,29.06,9012,495.3,82.1,walking,healthy
T037,2024-07-03,38.81,69.4,40.02,5221,408.9,75.7,lying,healthy
T037,2024-07-04,38.87,66.6,36.76,7022,430.9,78.0,grazing,healthy
T037,2024-07-05,38.57,69.4,23.65,6739,406.4,77.6,lying,healthy
T037,2024-07-06,38.65,69.5,28.74,5268,426.6,70.3,lying,healthy
T037,2024-07-07,38.21,65.8,24.96,8750,472.6,70.4,standing,healthy
T037,2024-07-08,39.14,71.6,36.15,7687,441.1,73.1,grazing,healthy
T037,2024-07-09,39.0,64.6,34.13,6222,445.7,79.2,lying,healthy
T037,2024-07-10,38.63,71.8,23.77,5794,436.5,66.7,walking,healthy
T037,2024-07-11,38.88,64.4,28.52,6716,447.5,71.9,lying,healthy
T037,2024-07-12,37.88,66.7,27.09,8631,472.7,85.2,standing,healthy
